,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
213,How many flights does airline 'JetBlue Airways' have?,SELECT count(*) FROM flights WHERE Airline = 'JetBlue Airways' AND DestAirport = airports.AirportCode  ,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",flight_2
214,Give the number of Jetblue Airways flights.,SELECT count(*) FROM flights WHERE Airline  =  'Jetblue Airways'  ,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",flight_2
215,How many 'United Airlines' flights go to Airport 'ASY'?,SELECT count(*) FROM flights WHERE Airline  =  'United Airlines' AND DestAirport  =  'ASY'  ,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",flight_2
216,Count the number of United Airlines flights arriving in ASY Airport.,SELECT count(*) FROM flights WHERE DestAirport = 'ASY' AND Airline = 'United Airlines'  ,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",flight_2
217,How many 'United Airlines' flights depart from Airport 'AHD'?,SELECT count(*) FROM flights WHERE DestAirport = airports.AirportCode AND SourceAirport = airports.AirportCode AND DestAirport = 'AHD' AND SourceAirport = 'AHD'  ,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",flight_2
218,Return the number of United Airlines flights leaving from AHD Airport.,SELECT count(*) FROM flights WHERE Airline  =  'United' AND DestAirport  =  'AHD'  ,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",flight_2
219,How many United Airlines flights go to City 'Aberdeen'?,SELECT count(*) FROM flights WHERE Airline = 'United' AND DestAirport = 'Aberdeen' AND SourceAirport = 'Aberdeen'  ,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",flight_2
220,Count the number of United Airlines flights that arrive in Aberdeen.,SELECT COUNT (DISTINCT Airline) FROM flights WHERE DestAirport = 'Aberdeen' AND Airline = 'United'  ,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",flight_2
221,Which city has most number of arriving flights?,SELECT DestAirport FROM flights GROUP BY DestAirport ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
222,Which city has the most frequent destination airport?,SELECT City FROM flights GROUP BY DestAirport ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
223,Which city has most number of departing flights?,SELECT DestAirport FROM flights GROUP BY DestAirport ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
224,Which city is the most frequent source airport?,SELECT City FROM flights GROUP BY City ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
225,What is the code of airport that has the highest number of flights?,SELECT AirportCode FROM flights GROUP BY DestAirports ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
226,What is the airport code of the airport with the most flights?,SELECT AirportCode FROM flights GROUP BY DestAirports ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
227,What is the code of airport that has fewest number of flights?,SELECT T1.AirportCode FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport ORDER BY T2.FlightNo DESC LIMIT 1  ,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
228,Give the code of the airport with the least flights.,SELECT AirportCode FROM airports ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
229,Which airline has most number of flights?,SELECT Airline FROM flights GROUP BY Airline ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
230,What airline serves the most flights?,SELECT Airline FROM flights GROUP BY Airline ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
231,Find the abbreviation and country of the airline that has fewest number of flights?,"SELECT Abbreviation,  Country FROM airlines ORDER BY count(*) DESC LIMIT 1  ","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
232,What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT Abbreviation,Country FROM airlines ORDER BY FlightNo DESC LIMIT 1  ","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
233,What are airlines that have some flight departing from airport 'AHD'?,SELECT Airline FROM flights WHERE DestAirport = 'AHD' AND SourceAirport = 'AHD'  ,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
234,Which airlines have a flight with source airport AHD?,SELECT uid FROM flights WHERE DestAirports = 'AHD'  ,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
235,What are airlines that have flights arriving at airport 'AHD'?,SELECT Airline FROM flights WHERE DestAirport = 'AHD' AND SourceAirport = 'AHD'  ,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",flight_2
236,Which airlines have a flight with destination airport AHD?,SELECT uid FROM flights WHERE DestAirports = 'AHD'  ,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",flight_2
237,Find all airlines that have flights from both airports 'APG' and 'CVO'.,SELECT T1.uid FROM airlines AS T1 JOIN flights AS T2 ON T1.uid  =  T2.uid WHERE T2.DestAirport  =  'APG' AND T2.SourceAirport  =  'CVO' AND T2.Airline  =  T1.uid  ,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",flight_2
238,Which airlines have departing flights from both APG and CVO airports?,SELECT airlines.uid FROM flights JOIN airlines ON airlines.uid = flights.Airline WHERE airports.City = 'APG' AND airports.AirportCode = 'CVO' AND airlines.uid IN (SELECT airlines.uid FROM flights JOIN airlines ON airlines.uid = flights.Airline WHERE airports.City = 'APG' AND airports.AirportCode = 'CVO')  ,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",flight_2
239,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,SELECT DISTINCT Airline FROM flights WHERE DestAirport = 'CVO' AND NOT DestAirport = 'APG'  ,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",flight_2
240,Which airlines have departures from CVO but not from APG airports?,"SELECT      airlines.uid,     airlines.Airline,     airlines.Abbreviation,     airlines.Country,     airports.AirportCode,     airports.AirportName,     airports.Country,     airports.CountryAbbrev FROM     airlines     JOIN airports ON airlines.Airline = airports.Airline WHERE     airports.AirportCode = 'CVO' GROUP BY     airlines.uid,     airlines.Airline,     airlines.Abbreviation,     airlines.Country HAVING     COUNT(DISTINCT airports.AirportCode) > 1  ","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",flight_2
241,Find all airlines that have at least 10 flights.,SELECT * FROM airlines WHERE count(*)  >  10  ,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,flight_2
242,Which airlines have at least 10 flights?,SELECT DISTINCT uid FROM flights WHERE count(*)  >  10  ,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,flight_2
243,Find all airlines that have fewer than 200 flights.,"SELECT airlines.Airline ,  flights.FlightNo FROM flights LEFT JOIN airlines ON flights.Airline = airlines.uid WHERE flights.FlightNo < 200 AND airlines.FlightNo < 200  ",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,flight_2
244,Which airlines have less than 200 flights?,SELECT airline FROM flights WHERE FlightNo  <  200 AND airline NOT IN (SELECT airline FROM flights WHERE FlightNo  >  200)  ,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,flight_2
245,"What are flight numbers of Airline ""United Airlines""?",SELECT FlightNo FROM flights WHERE DestAirport = airports.AirportCode AND SourceAirport = airports.AirportCode AND Airline = 'United Airlines'  ,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",flight_2
246,Which flight numbers correspond to United Airlines flights?,SELECT FlightNo FROM flights WHERE Airline = 'United Airlines' AND DestAirport = airports.AirportCode  ,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",flight_2
247,"What are flight numbers of flights departing from Airport ""APG""?",SELECT FlightNo FROM flights WHERE SourceAirport = 'APG' AND DestAirport = 'APG'  ,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
248,Give the flight numbers of flights leaving from APG.,SELECT FlightNo FROM flights WHERE SourceAirport = 'APG'  ,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
249,"What are flight numbers of flights arriving at Airport ""APG""?",SELECT FlightNo FROM flights WHERE DestAirport = 'APG' AND SourceAirport = 'APG'  ,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
250,Give the flight numbers of flights landing at APG.,SELECT FlightNo FROM flights WHERE DestAirport = 'APG' AND SourceAirport = 'APG'  ,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
251,"What are flight numbers of flights departing from City ""Aberdeen ""?",SELECT FlightNo FROM flights WHERE AirportName = 'Aberdeen' AND DestAirport = airports.AirportCode  ,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
252,Give the flight numbers of flights leaving from Aberdeen.,"SELECT FlightNo FROM flights WHERE DestAirport = ""Aberdeen""  ","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
253,"What are flight numbers of flights arriving at City ""Aberdeen""?","SELECT FlightNo FROM flights WHERE DestAirport = ""Aberdeen""  ","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
254,Give the flight numbers of flights arriving in Aberdeen.,"SELECT FlightNo FROM flights WHERE DestAirport = ""Aberdeen""  ","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
255,Find the number of flights landing in the city of Aberdeen or Abilene.,SELECT count(*) FROM flights WHERE DestAirport  =  'Aberdeen' OR DestAirport  =  'Abilene'  ,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
256,How many flights land in Aberdeen or Abilene?,SELECT count(*) FROM flights WHERE DestAirport  =  'Aberdeen' OR DestAirport  =  'Abilene' AND SourceAirport  =  'Aberdeen' OR SourceAirport  =  'Abilene'  ,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
257,Find the name of airports which do not have any flight in and out.,SELECT AirportName FROM airports WHERE FlightNo = 0  ,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
258,Which airports do not have departing or arriving flights?,"SELECT DestAirport,SourceAirport FROM flights WHERE DestAirport IS NULL OR SourceAirport IS NULL  ",SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
259,How many employees are there?,SELECT count(*) FROM employee  ,SELECT count(*) FROM employee,employee_hire_evaluation
260,Count the number of employees,SELECT COUNT (DISTINCT Employee_ID) FROM employee  ,SELECT count(*) FROM employee,employee_hire_evaluation
261,Sort employee names by their age in ascending order.,SELECT Name FROM employee ORDER BY Age DESC  ,SELECT name FROM employee ORDER BY age,employee_hire_evaluation
262,List the names of employees and sort in ascending order of age.,"SELECT Name ,  Age FROM employee ORDER BY Age DESC  ",SELECT name FROM employee ORDER BY age,employee_hire_evaluation
263,What is the number of employees from each city?,SELECT count(*) FROM employee  ,"SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
264,Count the number of employees for each city.,SELECT count(*) FROM employee  ,"SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
265,Which cities do more than one employee under age 30 come from?,SELECT city.name FROM city WHERE city.Population > 0 AND city.Population < 30 AND EXISTS (SELECT 1 FROM employee WHERE employee.age < 30 AND employee.city = city.name);  ,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
266,Find the cities that have more than one employee under age 30.,SELECT city.Name FROM city WHERE city.Name IN (SELECT city.Name FROM employee WHERE employee.Age < 30 GROUP BY city.Name HAVING count(*) > 1)  ,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
267,Find the number of shops in each location.,"SELECT count(*) ,  location FROM shop GROUP BY location  ","SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
268,How many shops are there in each location?,SELECT count(*) FROM shop GROUP BY location  ,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
269,Find the manager name and district of the shop whose number of products is the largest.,"SELECT T1.Manager_name, T1.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID ORDER BY T2.Employee_ID DESC LIMIT 1  ","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
270,What are the manager name and district of the shop that sells the largest number of products?,"SELECT T2.Manager_name, T2.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID ORDER BY T2.Number_products DESC LIMIT 1  ","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
271,find the minimum and maximum number of products of all stores.,"SELECT min(Number_products) ,  max(Number_products) FROM shop  ","SELECT min(Number_products) ,  max(Number_products) FROM shop",employee_hire_evaluation
272,What are the minimum and maximum number of products across all the shops?,"SELECT min(Number_products) ,  max(Number_products) FROM shop  ","SELECT min(Number_products) ,  max(Number_products) FROM shop",employee_hire_evaluation
273,"Return the name, location and district of all shops in descending order of number of products.","SELECT Name, Location, District FROM shop ORDER BY Number_products DESC  ","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",employee_hire_evaluation
274,"Sort all the shops by number products in descending order, and return the name, location and district of each shop.","SELECT shop.Name, shop.Location, shop.District, shop.Number_products FROM shop ORDER BY shop.Number_products DESC  ","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",employee_hire_evaluation
275,Find the names of stores whose number products is more than the average number of products.,SELECT Name FROM shop WHERE Number_products  >  (SELECT avg(Number_products) FROM shop)  ,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),employee_hire_evaluation
276,Which shops' number products is above the average? Give me the shop names.,"SELECT Shop_ID,Name FROM shop WHERE Number_products > (SELECT avg(Number_products) from shop)  ",SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),employee_hire_evaluation
277,find the name of employee who was awarded the most times in the evaluation.,SELECT name FROM employee ORDER BY Year_awarded DESC LIMIT 1  ,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
278,Which employee received the most awards in evaluations? Give me the employee name.,SELECT name FROM employee ORDER BY Bonus DESC LIMIT 1  ,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
279,Find the name of the employee who got the highest one time bonus.,SELECT Name FROM employee ORDER BY Bonus DESC LIMIT 1  ,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,employee_hire_evaluation
280,Which employee received the biggest bonus? Give me the employee name.,SELECT Name FROM employee ORDER BY Bonus DESC LIMIT 1  ,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,employee_hire_evaluation
281,Find the names of employees who never won any award in the evaluation.,SELECT DISTINCT Name FROM employee EXCEPT SELECT Name FROM evaluation WHERE Bonus  !=  NULL  ,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),employee_hire_evaluation
282,What are the names of the employees who never received any evaluation?,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID  =  T2.Employee_ID WHERE T2.Year_awarded is null  ,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),employee_hire_evaluation
283,What is the name of the shop that is hiring the largest number of employees?,SELECT Name FROM shop ORDER BY Count(*) DESC LIMIT 1  ,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
284,Which shop has the most employees? Give me the shop name.,SELECT Name FROM shop GROUP BY Name ORDER BY count(*) DESC LIMIT 1  ,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
285,Find the name of the shops that do not hire any employee.,SELECT name FROM shop WHERE hiring.Shop_ID IS NULL  ,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
286,Which shops run with no employees? Find the shop names,SELECT name FROM shop WHERE Shop_ID IS NULL  ,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
287,Find the number of employees hired in each shop; show the shop name as well.,"SELECT Shop_ID, COUNT(Employee_ID) AS num_employees_hired FROM hiring GROUP BY Shop_ID  ","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
288,"For each shop, return the number of employees working there and the name of the shop.","SELECT Number_products ,  Name FROM shop  ","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
289,What is total bonus given in all evaluations?,SELECT sum(Bonus) FROM evaluation  ,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
290,Find the total amount of bonus given in all the evaluations.,SELECT sum(Bonus) FROM evaluation  ,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
291,Give me all the information about hiring.,SELECT * FROM hiring  ,SELECT * FROM hiring,employee_hire_evaluation
292,What is all the information about hiring?,SELECT * FROM hiring  ,SELECT * FROM hiring,employee_hire_evaluation
293,Which district has both stores with less than 3000 products and stores with more than 10000 products?,SELECT      shop.District FROM     shop     JOIN     hiring ON shop.Shop_ID = hiring.Shop_ID     JOIN     evaluation ON hiring.Employee_ID = evaluation.Employee_ID     GROUP BY     shop.District HAVING     COUNT(DISTINCT evaluation.Employee_ID) > 1 AND COUNT(DISTINCT hiring.Employee_ID) > 1  ,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
294,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,"SELECT      shop.Name,     district.Name FROM     shop     JOIN     hiring ON shop.Shop_ID = hiring.Shop_ID     JOIN     evaluation ON hiring.Employee_ID = evaluation.Employee_ID     JOIN     district ON evaluation.District_ID = district.District_ID WHERE     shop.Number_products < 3000     AND     shop.Is_full_time = 1     AND     district.District_ID IN (SELECT district_ID FROM shop WHERE Number_products > 10000) GROUP BY     shop.Name,district.Name  ",SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
295,How many different store locations are there?,SELECT count(*) FROM shop  ,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
296,Count the number of distinct store locations.,SELECT count(DISTINCT Shop_ID) FROM shop  ,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
297,How many documents do we have?,SELECT count(*) FROM Documents  ,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
298,Count the number of documents.,SELECT count(*) FROM Documents  ,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
299,"List document IDs, document names, and document descriptions for all documents.","SELECT Document_ID,Document_Name,Document_Description FROM Documents  ","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
300,"What are the ids, names, and descriptions for all documents?","SELECT Document_ID,Document_Name,Document_Description FROM Documents  ","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
301,What is the document name and template id for document with description with the letter 'w' in it?,"SELECT Document_Name,Template_ID FROM Documents WHERE Document_Description LIKE '%w%' AND Document_ID = (SELECT Document_ID FROM Paragraphs WHERE Paragraph_Text LIKE '%w%')  ","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
302,Return the names and template ids for documents that contain the letter w in their description.,"SELECT T1.Document_Name,T1.Document_ID,T2.Template_ID FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID WHERE T1.Document_Description LIKE '%w%'  ","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
303,"What is the document id, template id and description for document named ""Robbin CV""?","SELECT Document_ID,Template_ID,Document_Description,Other_Details FROM Documents WHERE Document_Name = 'Robbin CV' AND Document_ID = 1  ","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
304,"Return the document id, template id, and description for the document with the name Robbin CV.","SELECT Documents.Document_ID,Templates.Template_ID,Documents.Document_Name,Documents.Document_Description,Other_Details FROM Documents INNER JOIN Templates ON Documents.Template_ID = Templates.Template_ID WHERE Documents.Document_Name = 'Robbin CV'  ","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
305,How many different templates do all document use?,SELECT count(*) FROM Documents  ,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
306,Count the number of different templates used for documents.,SELECT count(*) FROM Documents  ,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
307,How many documents are using the template with type code 'PPT'?,SELECT count(*) FROM Documents WHERE Document_ID IN (SELECT Document_ID FROM Templates WHERE Template_Type_Code = 'PPT')  ,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
