,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
264,what is the days of hospital stay and lab test name of subject id 32418?,"SELECT DAYS_STAY ,  LABEL FROM Demographic WHERE SUBJECT_ID  =  32418","SELECT DEMOGRAPHIC.""DAYS_STAY"",LAB.""LABEL"" FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""32418""",medical
265,what is the primary disease and procedure long title of subject id 22377?,"SELECT T1.LONG_TITLE ,  T2.LONG_TITLE FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Procedures AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T1.SUBJECT_ID  =  22377","SELECT DEMOGRAPHIC.""DIAGNOSIS"",PROCEDURES.""LONG_TITLE"" FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""22377""",medical
266,Tell me the birth date and gender of the patient with patient id 87275.,"SELECT DOB ,  GENDER FROM Demographic WHERE SUBJECT_ID  =  87275","SELECT DEMOGRAPHIC.""DOB"",DEMOGRAPHIC.""GENDER"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""87275""",medical
267,specify the primary disease and icd9 code of patient id 1875,"SELECT T1.LONG_TITLE ,  T1.ICD9_CODE FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.SUBJECT_ID  =  1875 ","SELECT DEMOGRAPHIC.""DIAGNOSIS"",PROCEDURES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""SUBJECT_ID"" = ""1875""",medical
268,specify icd9 code of patient id 42963,SELECT ICD9_CODE FROM Diagnoses WHERE SUBJECT_ID  =  42963,"SELECT PROCEDURES.""SHORT_TITLE"" FROM PROCEDURES WHERE PROCEDURES.""SUBJECT_ID"" = ""42963""",medical
269,find out the short title of diagnoses and long title of diagnoses for patient with patient id 11221.,"SELECT SHORT_TITLE ,  LONG_TITLE FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.SUBJECT_ID  =  11221","SELECT DIAGNOSES.""SHORT_TITLE"",PROCEDURES.""LONG_TITLE"" FROM DIAGNOSES INNER JOIN PROCEDURES on DIAGNOSES.HADM_ID = PROCEDURES.HADM_ID WHERE DIAGNOSES.""SUBJECT_ID"" = ""11221""",medical
270,let me know the time of admission and days for which patient paul edwards was hospitalized.,"SELECT ADMITTIME ,  DAYS_STAY FROM Demographic WHERE NAME  =  'PAUL EDWARDS'","SELECT DEMOGRAPHIC.""DAYS_STAY"",DEMOGRAPHIC.""ADMITTIME"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""NAME"" = ""Paul Edwards""",medical
271,let me know the short title of diagnoses and time of discharge for patient cynthia robinson.,"SELECT T1.SHORT_TITLE ,  T2.DISCHTIME FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.SUBJECT_ID  =  'Cynthia robinson' ","SELECT DEMOGRAPHIC.""DISCHTIME"",DIAGNOSES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Cynthia Robinson""",medical
272,let me know the short title of both procedure and diagnoses for patient lue white.,"SELECT T1.SHORT_TITLE ,  T2.SHORT_TITLE FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Procedures AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T1.SUBJECT_ID  =  ""Lue White""","SELECT DIAGNOSES.""SHORT_TITLE"",PROCEDURES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Lue White""",medical
273,report the primary disease and number of days for which patient claude chipman was hospitalized.,"SELECT ICD9_CODE ,  DAYS_STAY FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.NAME  =  'Claude Chipman' ","SELECT DEMOGRAPHIC.""DAYS_STAY"",DEMOGRAPHIC.""DIAGNOSIS"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""NAME"" = ""Claude Chipman""",medical
274,specify the icd9 code and parimary disease for patient claude chipman,"SELECT DISTINCT ICD9_CODE ,  SHORT_TITLE FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.NAME  =  'Claude Chipman' ","SELECT DEMOGRAPHIC.""DIAGNOSIS"",PROCEDURES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Claude Chipman""",medical
275,what is the age and gender of Cynthia Gomez?,"SELECT AGE ,  GENDER FROM Demographic WHERE NAME  =  'CYNTHIA GOMEZ'","SELECT DEMOGRAPHIC.""AGE"",DEMOGRAPHIC.""GENDER"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""NAME"" = ""Cynthia Gomez""",medical
276,Give the admission time and discharge time of Alice Nixon.,"SELECT ADMITTIME ,  DISCHTIME FROM Demographic WHERE NAME  =  'ALICE NIXON'","SELECT DEMOGRAPHIC.""ADMITTIME"",DEMOGRAPHIC.""DISCHTIME"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""NAME"" = ""Alice Nixon""",medical
277,specify the duration of hospital and drug name dona cole was treated with. ,"SELECT Demographic.ADMITTIME, Demographic.DISCHTIME, Prescriptions.DRUG FROM Demographic JOIN Prescriptions ON Demographic.HADM_ID = Prescriptions.HADM_ID WHERE Demographic.NAME = 'dona cole' ","SELECT DEMOGRAPHIC.""DAYS_STAY"",PRESCRIPTIONS.""DRUG"" FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Dona Cole""",medical
278,what is the primary disease and drug name of the patient marilyn norvell?,"SELECT T1.ICD9_CODE ,  T2.DRUG FROM Diagnoses AS T1 JOIN Prescriptions AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID AND T1.HADM_ID  =  T2.HADM_ID AND T1.ICUSTAY_ID  =  T2.ICUSTAY_ID WHERE T1.SUBJECT_ID  =  'Marilyn norvell'","SELECT DEMOGRAPHIC.""DIAGNOSIS"",PRESCRIPTIONS.""DRUG"" FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Marilyn Norvell""",medical
279,tell me the diagnoses icd9 code days for which patient troy friedman was hospitalized.,"SELECT ICD9_CODE ,  ADMITTIME ,  DISCHTIME FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.SUBJECT_ID  =  'troy friedman' ","SELECT DEMOGRAPHIC.""DAYS_STAY"",DIAGNOSES.""ICD9_CODE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Troy Friedman""",medical
280,provide the primary disease and discharge time of the subject named robert hyden.,"SELECT T1.ICD9_CODE ,  T2.DISCHTIME FROM Demographic AS T2 JOIN Diagnoses AS T1 ON T2.HADM_ID  =  T1.HADM_ID WHERE T2.NAME  =  'robert hyden' ","SELECT DEMOGRAPHIC.""DIAGNOSIS"",DEMOGRAPHIC.""DISCHTIME"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""NAME"" = ""Robert Hyden""",medical
281,what is the admission time and diagnoses short title of subject name thomas nazario?,"SELECT Demographic.ADMITTIME ,  Diagnoses.SHORT_TITLE FROM Demographic JOIN Diagnoses ON Demographic.HADM_ID = Diagnoses.HADM_ID WHERE Demographic.NAME  =  'THOMAS NAZARIO'","SELECT DEMOGRAPHIC.""ADMITTIME"",DIAGNOSES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Thomas Nazario""",medical
282,let me know the time of admission and long title of diagnoses for patient roxanna weaver.,"SELECT ADMITTIME ,  LONG_TITLE FROM Demographic WHERE NAME  =  'roxanna weaver' ","SELECT DEMOGRAPHIC.""ADMITTIME"",DIAGNOSES.""LONG_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Roxanna Weaver""",medical
283,let me know the birth date and primary disease of patient brian brock.,"SELECT DOB ,  ICD9_CODE FROM Demographic WHERE NAME  =  'Brian Brock' ","SELECT DEMOGRAPHIC.""DOB"",DEMOGRAPHIC.""DIAGNOSIS"" FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""NAME"" = ""Brian Brock""",medical
284,let me know the short title of diagnoses and death status of patient travis hofman.,"SELECT T1.SHORT_TITLE ,  T2.DOD FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.NAME  =  'Travis Hofman' ","SELECT DEMOGRAPHIC.""EXPIRE_FLAG"",DIAGNOSES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Travis Hofman""",medical
285,specify the primary disease and icd9 code of patient caren obrien,"SELECT LONG_TITLE ,  ICD9_CODE FROM Diagnoses AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.NAME  =  'caren obrien' ","SELECT DEMOGRAPHIC.""DIAGNOSIS"",DIAGNOSES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Caren Obrien""",medical
286,What is the days of hospital stay and diagnosis short title of Miguel Hodges?,"SELECT DAYS_STAY ,  SHORT_TITLE FROM Demographic WHERE SUBJECT_ID  =  1000000001","SELECT DEMOGRAPHIC.""DAYS_STAY"",DIAGNOSES.""SHORT_TITLE"" FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""NAME"" = ""Miguel Hodges""",medical
287,get me both the short title and long title of diagnoses for diagnoses icd9 code e912.,"SELECT SHORT_TITLE ,  LONG_TITLE FROM Diagnoses WHERE ICD9_CODE  =  'E912'","SELECT DIAGNOSES.""SHORT_TITLE"",DIAGNOSES.""LONG_TITLE"" FROM DIAGNOSES WHERE DIAGNOSES.""ICD9_CODE"" = ""E912""",medical
288,look up for the diagnosis short title and diagnosis long title for diagnosis icd9 code 317.,"SELECT SHORT_TITLE ,  LONG_TITLE FROM Diagnoses WHERE ICD9_CODE  =  317","SELECT DIAGNOSES.""SHORT_TITLE"",DIAGNOSES.""LONG_TITLE"" FROM DIAGNOSES WHERE DIAGNOSES.""ICD9_CODE"" = ""317""",medical
289,Specify the route of drug administration for Indomethacin,SELECT ROUTE FROM Prescriptions WHERE DRUG  =  'Indomethacin',"SELECT PRESCRIPTIONS.""ROUTE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Indomethacin""",medical
290,which type of drug is enalaprilat?,SELECT DRUG_TYPE FROM Prescriptions WHERE DRUG  =  'Enalaprilat',"SELECT PRESCRIPTIONS.""DRUG_TYPE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Enalaprilat""",medical
291,which type of drug is nafcillin?,SELECT DRUG_TYPE FROM Prescriptions WHERE DRUG  =  'Nafcillin',"SELECT PRESCRIPTIONS.""DRUG_TYPE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Nafcillin""",medical
292,find the drug code for methylene blue 1%.,SELECT DRUG_CODE FROM Prescriptions WHERE DRUG_TYPE  =  'Methylene blue' AND DRUG  =  '1%',"SELECT PRESCRIPTIONS.""FORMULARY_DRUG_CD"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Methylene Blue 1%""",medical
293,specify the route of administration and type of drug diazepam,"SELECT ROUTE ,  DRUG_TYPE FROM Prescriptions WHERE DRUG_TYPE  =  'Diazepam'","SELECT PRESCRIPTIONS.""DRUG_TYPE"",PRESCRIPTIONS.""ROUTE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""DRUG"" = ""Diazepam""",medical
294,what is the drug type of drug code cipr500?,SELECT DRUG_TYPE FROM Prescriptions WHERE DRUG  =  'Cipr500',"SELECT PRESCRIPTIONS.""DRUG_TYPE"" FROM PRESCRIPTIONS WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""CIPR500""",medical
295,Look for the number of patients who prefer ptun.,SELECT count(*) FROM Demographic WHERE ETHNICITY  =  'ptun',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""LANGUAGE"" = ""PTUN""",medical
296,Find the number of patients who have aortic valve insufficiency/aortic valve replacement/sda as their primary disease.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'aortic valve insufficiency' OR T2.ICD9_CODE  =  'aortic valve replacement' OR T2.ICD9_CODE  =  'sda',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""AORTIC VALVE INSUFFIENCY\AORTIC VALVE REPLACEMENT /SDA""",medical
297,list the number of patients with congestive heart failure.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  '40291',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""CONGESTIVE HEART FAILURE""",medical
298,how many patients are primarily suffering from colangitis?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'colangitis',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DIAGNOSIS"" = ""COLANGITIS""",medical
299,how many patients are below 70 years of age?,SELECT count(*) FROM Demographic WHERE AGE < 70,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""AGE"" < ""70""",medical
300,how many patients have stayed in the hospital for more than 3 days?,SELECT count(*) FROM Demographic WHERE DAYS_STAY  >  3,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""3""",medical
301,how many patients stayed at hospital for more than 4 days?,SELECT count(*) FROM Demographic WHERE DAYS_STAY  >  4,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""4""",medical
302,find the number of patients whose hospital stay is more than 6 days.,SELECT count(*) FROM Demographic WHERE DAYS_STAY  >  6,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DAYS_STAY"" > ""6""",medical
303,How many of the patients died in or before the year 2122?,SELECT COUNT (DISTINCT SUBJECT_ID) FROM Demographic WHERE DOD_YEAR  <=  2122,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2122.0""",medical
304,how many patients are diagnosed with chr airway obstruct nec?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'chr airway obstruct nec',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Chr airway obstruct NEC""",medical
305,count the number of patients who have a diagnoses of other respiratory problems after birth.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'other respiratory problems',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Resp prob after brth NEC""",medical
306,provide the number of patients diagnosed with mv collision nos-driver.,SELECT count(DISTINCT Diagnoses.SUBJECT_ID) FROM Diagnoses WHERE Diagnoses.ICD9_CODE  =  'mv collision nos-driver' ,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Mv collision NOS-driver""",medical
307,what is the number of patients who are diagnosed with short title chr syst/diastl hrt fail?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.SHORT_TITLE  =  'Chr syst/diastl hrt fail',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Chr syst/diastl hrt fail""",medical
308,provide the number of patients  who were diagnosed with cardiogenic shock.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  '428.0' ,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Cardiogenic shock""",medical
309,how many patients were diagnosed with closed fracture of t1-t6 level with other specified spinal cord injury?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'closed fracture of t1-t6 level' OR T2.ICD9_CODE  =  'other specified spinal cord injury',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Closed fracture of T1-T6 level with other specified spinal cord injury""",medical
310,"which patients have been diagnosed with hemiplegia, unspecified, affecting dominant side?",SELECT T1.SUBJECT_ID FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'hemiplegia' AND T2.ICD9_CODE  =  'unspecified' AND T2.ICD9_CODE  =  'affecting dominant side',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Hemiplegia, unspecified, affecting dominant side""",medical
311,count the number of patients whose procedure icd9 code is 4610.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  4610,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""4610""",medical
312,Let me know the number of patients who have procedure icd9 code 8968.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  8968,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""8968""",medical
313,which patients have procedure icd9 code 12?,SELECT T1.SUBJECT_ID FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  12,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""12""",medical
314,how many of the patients had icd9 code 9229?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  9229,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""9229""",medical
315,how many patients are with procedure icd9 code 17?,SELECT count(*) FROM Procedures WHERE ICD9_CODE  =  17,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE PROCEDURES.""ICD9_CODE"" = ""17""",medical
316,list the number of patients who have base drug type.,SELECT count(*) FROM Prescriptions WHERE DRUG_TYPE  =  'Base',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""DRUG_TYPE"" = ""BASE""",medical
317,count the number of patients whose drug type is main.,SELECT count(DISTINCT Demographic.SUBJECT_ID) FROM Demographic JOIN Prescriptions ON Demographic.HADM_ID = Prescriptions.HADM_ID WHERE Prescriptions.DRUG_TYPE  =  'Main',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
318,count the number of patients who were given sodium citrate 4%.,SELECT count(*) FROM Lab WHERE VALUE_UNIT  =  'sodium citrate 4%',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""DRUG"" = ""Sodium CITRATE 4%""",medical
319,provide the number of patients whose drug name is 0.9% sodium chloride (mini bag plus).,SELECT count(DISTINCT Demographic.HADM_ID) FROM Demographic JOIN Prescriptions ON Demographic.HADM_ID = Prescriptions.HADM_ID WHERE DRUG  =  '0.9% sodium chloride (mini bag plus)' ,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""DRUG"" = ""0.9% Sodium Chloride (Mini Bag Plus)""",medical
320,how many patients are taking methadone medication?,SELECT count(*) FROM Prescriptions WHERE DRUG  =  'Methadone',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""DRUG"" = ""Methadone""",medical
321,how many patients have drug code meto25?,SELECT count(DISTINCT SUBJECT_ID) FROM Prescriptions WHERE DRUG_TYPE  =  'Meto25',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""METO25""",medical
322,which patients have levo500pm drug code?,SELECT T1.SUBJECT_ID FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.DRUG_CODE  =  'Levo500pm',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""LEVO500PM""",medical
323,how many patient used the drug code diaz5?,SELECT COUNT (DISTINCT SUBJECT_ID) FROM Prescriptions WHERE DRUG  =  'Diaz5',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""DIAZ5""",medical
